player,pos_x,age_x,team_id_x,g_x,gs_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,pos_y,age_y,team_id_y,g_y,mp_y,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,pos_x,age_x,team_id_x,g_x,gs_y,mp_per_g,fg_per_g,fga_per_g,fg_pct_y,fg3_per_g,fg3a_per_g,fg3_pct_y,fg2_per_g,fg2a_per_g,fg2_pct_y,efg_pct,ft_per_g,fta_per_g,ft_pct_y,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,pos_y,age_y,team_id_y,g_y,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,votes_first,points_won
B.J. Armstrong,PG,31,TOT,32,1,358,6.0,13.2,.455,1.1,2.3,.467,5.0,11.0,.452,2.7,3.2,.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,,104,102,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,TOT,32,1,358,6.0,13.2,.455,1.1,2.3,.467,5.0,11.0,.452,2.7,3.2,.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,,104,102,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,TOT,32,1,358,6.0,13.2,.455,1.1,2.3,.467,5.0,11.0,.452,2.7,3.2,.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,,104,102,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,TOT,32,1,358,6.0,13.2,.455,1.1,2.3,.467,5.0,11.0,.452,2.7,3.2,.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,,104,102,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,TOT,32,1,358,6.0,13.2,.455,1.1,2.3,.467,5.0,11.0,.452,2.7,3.2,.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,,104,102,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,TOT,32,1,358,6.0,13.2,.455,1.1,2.3,.467,5.0,11.0,.452,2.7,3.2,.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,,104,102,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,ORL,22,0,8.2,0.9,2.0,.422,0.0,0.3,.143,0.8,1.7,.474,.433,0.4,0.5,.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,TOT,32,1,358,6.0,13.2,.455,1.1,2.3,.467,5.0,11.0,.452,2.7,3.2,.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,,104,102,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,ORL,22,0,8.2,0.9,2.0,.422,0.0,0.3,.143,0.8,1.7,.474,.433,0.4,0.5,.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,TOT,32,1,358,6.0,13.2,.455,1.1,2.3,.467,5.0,11.0,.452,2.7,3.2,.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,,104,102,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,ORL,22,0,8.2,0.9,2.0,.422,0.0,0.3,.143,0.8,1.7,.474,.433,0.4,0.5,.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.8,-1.6,-3.4,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.8,-1.6,-3.4,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.8,-1.6,-3.4,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.8,-1.6,-3.4,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.8,-1.6,-3.4,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.8,-1.6,-3.4,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.8,-1.6,-3.4,-0.1,PG,31,ORL,22,0,8.2,0.9,2.0,.422,0.0,0.3,.143,0.8,1.7,.474,.433,0.4,0.5,.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.8,-1.6,-3.4,-0.1,PG,31,ORL,22,0,8.2,0.9,2.0,.422,0.0,0.3,.143,0.8,1.7,.474,.433,0.4,0.5,.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.8,-1.6,-3.4,-0.1,PG,31,ORL,22,0,8.2,0.9,2.0,.422,0.0,0.3,.143,0.8,1.7,.474,.433,0.4,0.5,.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,-0.3,-3.1,-3.4,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,-0.3,-3.1,-3.4,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,-0.3,-3.1,-3.4,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,-0.3,-3.1,-3.4,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,-0.3,-3.1,-3.4,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,-0.3,-3.1,-3.4,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,-0.3,-3.1,-3.4,-0.1,PG,31,ORL,22,0,8.2,0.9,2.0,.422,0.0,0.3,.143,0.8,1.7,.474,.433,0.4,0.5,.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,-0.3,-3.1,-3.4,-0.1,PG,31,ORL,22,0,8.2,0.9,2.0,.422,0.0,0.3,.143,0.8,1.7,.474,.433,0.4,0.5,.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,-0.3,-3.1,-3.4,-0.1,PG,31,ORL,22,0,8.2,0.9,2.0,.422,0.0,0.3,.143,0.8,1.7,.474,.433,0.4,0.5,.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,TOT,32,1,11.2,1.3,2.8,.455,0.2,0.5,.467,1.0,2.3,.452,.494,0.6,0.7,.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5,0.0,0.0
B.J. Armstrong,PG,31,CHH,10,1,178,6.3,12.9,.488,1.8,2.4,.750,4.5,10.5,.429,2.7,3.0,.900,0.3,4.5,4.8,8.1,0.9,0.0,3.0,4.8,17.1,,113,107,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,-0.2,-3.5,-0.1,PG,31,CHH,10,1,17.8,2.1,4.3,.488,0.6,0.8,.750,1.5,3.5,.429,.558,0.9,1.0,.900,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6,0.0,0.0
